"ID","Type","Stars","Status","Owner","Summary","Opened"
"6929","","1","Duplicate","","""This change is ready for review."" emails do not distinguish between Reviewer and CC recipients","Aug 3, 2017"
"6928","","1","Duplicate","","Can still press ""revert"" after CL was reverted","Aug 3, 2017"
"6927","","2","Released","hie...@google.com","replying to gerrit emails strips urls","Aug 3, 2017"
"6926","","6","Accepted","","a11y: colors on polygerrit diff view for ""change from a rebase"" are too subtle for users with color perception impariments","Aug 3, 2017"
"6925","Bug","2","Released","wyatta@google.com","No spinner or other indication when diff stats are loading","Aug 3, 2017"
"6924","Bug","1","Submitted","aga...@chromium.org","API omits label information for abandoned changes","Aug 3, 2017"
"6923","","1","Duplicate","","Reply button off-screen","Aug 2, 2017"
"6922","Bug","1","Released","","InlineEdit: Cannot compare against edit revision","Aug 2, 2017"
"6921","Bug","1","Released","wyatta@google.com","Change wont load in polygerrit if latest patchset is not published","Aug 2, 2017"
"6920","","1","Duplicate","","There should be a way to minimize / dismiss top level status messages","Aug 2, 2017"
"6918","","1","Released","wyatta@google.com","Don't disable draft comment while waiting for server","Aug 2, 2017"
"6917","Bug","4","Accepted","","Related changes set incorrectly during rebase operations","Aug 2, 2017"
"6916","","1","Duplicate","","Didn't get email from ""set ready for review""","Aug 2, 2017"
"6915","","2","Released","","PolyGerrit doesn't show file mode changes","Aug 2, 2017"
"6913","","1","Duplicate","","It is too hard to tell whether a CL needs re-review","Aug 2, 2017"
"6912","","2","Invalid","vikt...@google.com","Add a more info section in polygerrit's change screen","Aug 1, 2017"
"6911","","1","Duplicate","","Saving comment takes too long.","Aug 1, 2017"
"6910","","0","Duplicate","","Menu click ""Your"" -> ""Changes"" opens a new tab every time","Aug 1, 2017"
"6909","","3","Duplicate","kaspern@google.com","Old gerrit UI links are broken","Aug 1, 2017"
"6908","Bug","2","Released","","Remove GWT UI","Aug 1, 2017"
"6907","","3","Accepted","","Reviewed checkbox features need to be ported over to diff view","Aug 1, 2017"
"6905","","3","Accepted","","Cannot merge line missing","Aug 1, 2017"
"6904","Bug","2","Accepted","","We should show comments on the ""old file"" in the side-by-side view when a file is moved.","Aug 1, 2017"
"6902","","12","Accepted","","Page up/down doesn't move the cursor","Aug 1, 2017"
"6900","","1","Duplicate","","Can't order commits by CL order","Aug 1, 2017"
