"ID","Type","Stars","Status","Owner","Summary","Opened"
"6282","","2","Released","","PolyGerrit: Suite `title` should be a ""string"" but ""undefined"" was given instead.","May 24, 2017"
"6281","","1","WontFix","","The keyboard navigation shortcuts in diff view are mixed up","May 24, 2017"
"6280","","1","Released","vikt...@google.com","Implement plugin API needed for LGTM feature to work","May 24, 2017"
"6279","","1","Duplicate","","Code font","May 23, 2017"
"6278","Bug","2","Released","luca....@gmail.com","Slave mode NPE: no active search index configured for accounts","May 23, 2017"
"6277","","1","AwaitingInformation","","Search bar should lose focus after successful search","May 23, 2017"
"6276","","1","Duplicate","beckysiegel@google.com","Checkboxes next to files are not saved correctly when ""Diff against"" is set to non-base","May 23, 2017"
"6275","Feature","2","Released","beckysiegel@google.com","/admin/projects/<project> pages","May 23, 2017"
"6274","","1","Duplicate","","Adding another bug ID to the description errors","May 23, 2017"
"6273","","3","Accepted","","PolyGerrit loads gr-app.js twice","May 23, 2017"
"6272","","1","Released","","gerrit emails don't tell me if I'm Reviewer or just cc'd","May 23, 2017"
"6271","","1","Released","kaspern@google.com","[ and ] still don't work with Latin American keyboard","May 23, 2017"
"6270","","1","Released","vikt...@google.com","Better placement for delete comment buttons","May 23, 2017"
"6268","","1","Released","beckysiegel@google.com","PolyGerrit search suggestions are shown in the wrong place in FireFox and Safari","May 22, 2017"
"6267","Bug","1","Duplicate","","PolyGerrit search suggestions are shown in the wrong place","May 22, 2017"
"6266","Bug","2","Obsolete","","Move approvals to current patch set when they should have been copied","May 21, 2017"
"6265","Bug","3","Submitted","","its.base.util.CommitMessageFetcher error when deleting a change","May 20, 2017"
"6264","","2","Released","","Delete button shows up on unpublished draft comments.","May 20, 2017"
"6263","","0","Released","wyatta@google.com","""checking whether patchset is latest"" in review often gets wedged","May 20, 2017"
"6262","","2","Accepted","","Allow mobile users to view desktop polygerrit site","May 19, 2017"
"6261","","2","Released","","Reviewer suggestions are not shown on mobile ","May 19, 2017"
"6260","","3","Accepted","","Reviewer completion doesn't contain all the possible names","May 19, 2017"
"6259","","1","Invalid","","Usability issues","May 19, 2017"
"6257","","1","Released","beckysiegel@google.com","Different sized buttons for inline comments.","May 19, 2017"
"6256","Bug","4","Accepted","","Allow option to not receive emails for non-comment notifications","May 17, 2017"
"6255","Bug","1","Obsolete","","commentlink appears to be applied to escaped HTML","May 19, 2017"
"6254","","1","Duplicate","","Keyboard focus lost when auto-completing reviewer name, after choosing with arrow keys","May 18, 2017"
"6253","","2","Released","kaspern@google.com","Focus after tab completion in search field is lost","May 18, 2017"
"6252","Feature","2","New","","allow refs/meta/config edits for non-owners","May 18, 2017"
"6251","Bug","1","Duplicate","","Patch set titles can't have punctuation","May 18, 2017"
"6250","Feature","32","Accepted","","Deleting (or at least hiding) patchsets","May 18, 2017"
"6249","","0","WontFix","","Draft ""reply"" and ""publish"" buttons are confusing","May 18, 2017"
"6248","Feature","2","Duplicate","","Allow changing the default behavior of whether ""tagged comments"" is shown","May 18, 2017"
"6247","","1","Released","aga...@chromium.org","Button to enter WIP mode should be in overflow","May 18, 2017"
"6246","","1","Duplicate","","Download button no longer has copy-pasteable git commands","May 18, 2017"
"6245","","1","Invalid","","Unable to CodeReview +1 ","May 18, 2017"
"6244","","1","WontFix","","Trybot status shown on the wrong patchset","May 18, 2017"
"6243","","1","Released","beckysiegel@google.com","Don't hide CCs if only one CC is hidden","May 18, 2017"
"6242","Feature","1","Released","","Review ""on behalf of""","May 17, 2017"
"6241","Feature","2","New","","Review Specific Labels","May 17, 2017"
"6239","","2","Accepted","","Initial size of commit message box super narrow, final size still narrow","May 17, 2017"
"6238","","2","Accepted","","Hitting ']' jumps to top of current file, then eventually loads next file","May 17, 2017"
"6236","","1","Duplicate","","Can not see comment publish UI.","May 17, 2017"
"6234","","1","Duplicate","","Console error when double click diff comment","May 17, 2017"
"6233","","3","Accepted","","need a way to hide reviews older than n weeks","May 16, 2017"
"6232","Bug","6","Submitted","","Failed to execute reindex-if-stale-change-63241 java.lang.NullPointerException","May 17, 2017"
"6231","Bug","2","New","","revert dialog has checkbox that is irrelevant to ChromeOS","May 17, 2017"
"6230","Bug","1","Duplicate","wyatta@google.com","Bad email line wrapping in Outlook","May 17, 2017"
"6229","Feature","2","WontFix","","Update mysql connector to 6.x","May 17, 2017"
"6228","Bug","2","New","","Add support for forgotten password in the Login html for ldap","May 17, 2017"
"6227","","1","Duplicate","","Update polymer to 2.x in polygerrit","May 16, 2017"
"6226","","2","Accepted","","Implement special auth pages in PolyGerrit","May 16, 2017"
"6225","Bug","2","Duplicate","wyatta@google.com","diff output wraps at spurious positions","May 16, 2017"
"6224","Bug","2","Released","kaspern@google.com","Download dialog is sometimes incomplete","May 16, 2017"
"6223","","1","Duplicate","","Cannot remove intermediate patches","May 16, 2017"
