"ID","Type","Stars","Status","Owner","Summary","Opened"
"308","Feature","55","Released","","Allow forbid of self +1 reviews","Oct 23, 2009"
"307","Bug","2","Released","","default accountPattern for LDAP is wrong with ActiveDirectory","Oct 21, 2009"
"306","Bug","1","CannotReproduce","","Gerrit requires deleting and re-adding same key to authenticate","Oct 21, 2009"
"305","Bug","1","Released","bklar...@gmail.com","Submitting merge commit fails with cherry-pick strategy","Oct 20, 2009"
"304","Bug","1","Released","sop@google.com","replication reports ""repository not found"" when git cannot be found","Oct 20, 2009"
"303","Feature","10","Released","sop@google.com","List all projects and jump to open/merged/abandoned change lists","Oct 15, 2009"
"302","Feature","26","Released","sop@google.com","Download format-patch style version of a change","Oct 15, 2009"
"301","Feature","1","Released","","prevent duplicate patches due to forgotten `git add`","Oct 13, 2009"
"300","Feature","1","Released","","send email through SMTP/SSL","Oct 13, 2009"
"299","Bug","2","Released","","create-project --branch does not create a branches table entry","Oct 13, 2009"
"298","Feature","20","Released","","Support file: operator on search","Oct 13, 2009"
"297","Feature","1","Released","","edit group automatic membership flag in UI","Oct 12, 2009"
"296","Bug","2","Released","","SSH commands should be more intuitive","Oct 12, 2009"
"295","Bug","1","Duplicate","","auto-completed users can not be added","Oct 12, 2009"
"294","Bug","1","Released","","User self-registration broken","Oct 10, 2009"
"293","Bug","1","Released","","Gerrit is incorrectly auto-formatting bullet lists","Oct 8, 2009"
"292","Bug","1","Released","","Instructions for install under tomcat6","Oct 7, 2009"
"291","Bug","1","Released","","Insufficient instructions for mysql install","Oct 7, 2009"
"290","Bug","1","Released","","Syntax error in upgrade017_018_mysql.sql","Oct 6, 2009"
"289","Feature","4","Released","","Remove self from review","Oct 2, 2009"
"288","Feature","25","Submitted","","require additional approvals based on type of change","Oct 1, 2009"
"287","Feature","44","Submitted","","arbitrary labels/tags on changes","Oct 1, 2009"
"286","Bug","0","Released","s...@google.com","Session expires when many tabs are open to gerrit","Sep 30, 2009"
"285","Feature","1","Released","s...@google.com","Request 'git pull' line to be included in gerrit code review emails.","Sep 29, 2009"
"284","Bug","1","Released","s...@google.com","fake link cursor icon","Sep 29, 2009"
"283","Bug","1","Released","m.bn...@gmail.com","ActiveDirectory LDAP Support","Sep 28, 2009"
"282","Bug","1","Released","s...@google.com","ldap without password: null pointer exception","Sep 25, 2009"
"281","Bug","0","Released","s...@google.com","Reply button on the left hand side doesn't work","Sep 25, 2009"
"280","Bug","0","Released","code-...@gtempaccount.com","daemon mode requires HttpServletRequest","Sep 25, 2009"
"279","Feature","0","Released","code-...@gtempaccount.com","add a --branch option to the create-project command to create an initial branch for the new project","Sep 25, 2009"
"278","Bug","3","Accepted","sop@google.com","Missing dependency error","Sep 25, 2009"
"277","Bug","0","Released","code-...@gtempaccount.com","On a particular compare of old/new version the comment count is wrong or comments are displayed","Sep 25, 2009"
"276","Bug","0","Released","code-...@gtempaccount.com","URL linkification still pulling in trailing non-URL chars","Sep 25, 2009"
"275","Feature","0","Released","code-...@gtempaccount.com","show group membership when group comes from LDAP","Sep 25, 2009"
"274","Bug","2","Released","sop@google.com","owners of changes lack patch_set_approval records","Sep 25, 2009"
"273","Feature","2","Released","sop@google.com","block permission inheritance","Sep 25, 2009"
"272","Feature","0","Released","","virtual ""Owner"" group for default and per-project settings.","Sep 25, 2009"
"271","Feature","0","Released","m.bn...@gmail.com","recursive LDAP group query","Sep 25, 2009"
"270","Bug","0","Released","s...@google.com","LDAP auth causes ssh_user_name to be upper case","Sep 25, 2009"
"269","Feature","2","Released","","create a separate access level for allowing people to use the create-project command","Sep 25, 2009"
"268","Bug","0","Released","code-...@gtempaccount.com","upgrade016_017_mysql.sql incorrectly populates changes.change_key","Sep 25, 2009"
"267","Bug","0","Released","code-...@gtempaccount.com","Syntax error in upgrade015_016_part1_mysql.sql","Sep 25, 2009"
"266","Bug","0","Released","code-...@gtempaccount.com","Adding reviewer who can't see change silently succeeds","Sep 25, 2009"
"265","Bug","0","Released","code-...@gtempaccount.com","Web sessions expire before 12 hour timeout","Sep 25, 2009"
