"ID","Type","Stars","Status","Owner","Summary","Opened"
"1619","Bug","3","Submitted","","please update jetty dependency to version 8","Oct 20, 2012"
"1618","Feature","1","Released","","scp examples in documentation please add username@ part","Oct 19, 2012"
"1617","Bug","2","Duplicate","","Diff side-by-side link doesn't open the diff view in Opera (12.02)","Oct 19, 2012"
"1616","Bug","1","Duplicate","","Diff views are empty in Opera (12.02)","Oct 19, 2012"
"1615","Bug","1","Invalid","","Portable WiFi hotspot work only if open","Oct 18, 2012"
"1614","Bug","1","Invalid","","Error starting USB tethering","Oct 18, 2012"
"1613","Bug","1","Released","sop@google.com","Main groups list is no longer sorted","Oct 17, 2012"
"1612","Bug","1","Duplicate","","Bold characters in side-by-side diff throw off alignment","Oct 17, 2012"
"1611","Bug","3","New","","Long group names overlap force push checkbox","Oct 17, 2012"
"1610","Bug","1","Submitted","","gwtorm can not be compiled with Java 1.7","Oct 16, 2012"
"1609","Bug","3","New","","File name label cut off with long file pathes.","Oct 16, 2012"
"1608","Feature","4","Submitted","","When rejecting commits with missing Change-Id, suggest where to get the commit-msg hook","Oct 16, 2012"
"1607","Feature","1","Invalid","","Ability to change weather provider","Oct 14, 2012"
"1606","Bug","2","Invalid","","Incoming reviews highlighting is inverted","Oct 14, 2012"
"1605","Bug","2","WontFix","","2.4.2 documentation still recommends using refs/for/","Oct 13, 2012"
"1604","Feature","1","Released","","Crucible diff style: better highlighting for actual changes inside lines","Oct 11, 2012"
"1603","Bug","0","WontFix","","No score comment removes the previous ""-1"" score, both comments are from the same person.","Oct 11, 2012"
"1602","Bug","1","Submitted","fredr...@sonyericsson.com","Documentation advises granting access rights to refs/changes/*","Oct 10, 2012"
"1601","Bug","1","Duplicate","","Cannot fetch merged patch set via 'download' link","Oct 10, 2012"
"1600","Bug","7","Invalid","","Internal server error during git-receive-pack (Missing unknown $SHA1)","Oct 9, 2012"
"1599","Feature","14","New","","Comments should be visible in all patchsets","Oct 6, 2012"
"1598","Bug","3","New","","jsonrpc/ssl needs a delay to work using twistd","Oct 5, 2012"
"1597","Bug","1","Invalid","","gerrit cannot recognize public key, il93lnxgit01 can recognize ","Oct 5, 2012"
"1596","Feature","1","Released","","Make click through consistent","Oct 4, 2012"
"1595","Bug","2","New","","Cannot comment first line when expanded.","Oct 4, 2012"
"1594","Bug","1","Released","","Document the need to chmod +x the commit-msg script after downloading","Oct 3, 2012"
"1593","Bug","11","CannotReproduce","","internal server error","Oct 3, 2012"
"1592","Bug","1","Released","","Request for login instead of permission denied","Oct 2, 2012"
"1591","Bug","1","Duplicate","","Cannot change the username","Sep 28, 2012"
"1590","Bug","3","WontFix","","Security with a draft patch set on a change that a later patchset made publishable over anonymous HTTP","Sep 28, 2012"
"1589","Bug","3","WontFix","","Security with draft patch sets below another patch set over anonymous HTTP","Sep 28, 2012"
"1588","Bug","2","WontFix","","Security with draft patch sets over anonymous HTTP","Sep 28, 2012"
"1587","Bug","1","Released","","Hidden Review Buttons Won't Unhide","Sep 27, 2012"
"1586","Bug","3","New","","ssh command 'review' can leak information that a change exists to users without access to the change","Sep 27, 2012"
"1585","Feature","5","Submitted","","""View Drafts"" permission that would let certain accounts see other's draft changes","Sep 27, 2012"
"1584","Bug","5","New","","View Change Stack Overflow","Sep 27, 2012"
"1583","Bug","5","New","","""gerrit ls-projects"" via ssh recurses through symlinks infinitely","Sep 27, 2012"
"1582","Bug","63","Accepted","","""missing tree"" when pushing from some git versions","Sep 26, 2012"
"1581","Feature","1","New","","Move project info out of /admin/projects into /projects/","Sep 26, 2012"
"1580","Bug","2","WontFix","","Upgrade 2.4.2 to 2.5-rc0 warning SUBMODULE_SUBSCRIPTION_ACCESS_BYSUBSCRIPTION exists","Sep 24, 2012"
"1579","Bug","3","New","","Double init required on Windows","Sep 24, 2012"
"1578","Bug","0","Invalid","","LDAP Group broken in 2.5rc0","Sep 24, 2012"
"1577","Bug","4","New","","pgsql database queries are (database) locale dependent","Sep 24, 2012"
"1576","Bug","1","WontFix","","Two accounts for the same email","Sep 24, 2012"
"1575","Bug","4","Obsolete","","I started a job in jenkins and gives me this error but checked .ssh directory, keys, everything","Sep 21, 2012"
"1574","Bug","2","Released","","< and > not displayed properly in email suggestion list when search term is ""G"", ""L"" or ""T""","Sep 21, 2012"
"1573","Bug","13","New","","Deleting a symlink and adding a file with the same name and path as symlink causes review problems","Sep 20, 2012"
"1572","Bug","2","Incomplete","","Change reviewer lookup field doesn't work","Sep 20, 2012"
"1571","Bug","0","Invalid","","backuptool.sh exits every time due it can't find a line in buil.prop","Sep 20, 2012"
"1570","Bug","5","CannotReproduce","","""Diff All Side-by-Side"" button doesn't show diffs of all files","Sep 20, 2012"
