"ID","Type","Stars","Status","Owner","Summary","Opened"
"815","Bug","5","WontFix","","LDAP can't use accountBase/groupBase at root of Active Directory domain.","Jan 4, 2011"
"814","Bug","2","Released","","Users from newly created groups unable to administer their new project(s)","Jan 3, 2011"
"813","Bug","4","Submitted","","Don't try to replicate ""permissions-only"" project","Jan 3, 2011"
"812","Bug","1","Invalid","","Problems with CTS tests - CtsWidgetTestCases","Jan 3, 2011"
"811","Bug","5","Released","","Unsupported AUTH: 250-AUTH GSSAPI NTLM LOGIN","Dec 29, 2010"
"810","Feature","1","Released","","A ""Quick Approve"" button?","Dec 24, 2010"
"809","Feature","1","Invalid","","gerrit query to retrieve a particular file within a particular patchset ","Dec 23, 2010"
"808","Bug","7","New","","Gerrit replication - Session.connect: java.net.SocketException: Connection reset","Dec 23, 2010"
"807","Bug","7","Submitted","","Tags are not replicated properly","Dec 21, 2010"
"806","Bug","2","Released","","Automatically resolve conflicts not disabled when an anonymous user","Dec 18, 2010"
"805","Bug","4","Released","","Allow rejection of changes without Change-Id line should only effect refs/for/<branch>","Dec 18, 2010"
"804","Bug","4","Released","","""Application Error"" when trying to see the group contents of a group not managed by the current user","Dec 18, 2010"
"803","Feature","6","New","","Bugzilla and Gerrit integration","Dec 17, 2010"
"802","Bug","9","Duplicate","","ArrayIndexOutOfBoundsException during file diff if newline at file end was removed","Dec 15, 2010"
"801","Bug","4","WontFix","","warn before allowing owner to give away ownership rights","Dec 15, 2010"
"800","Bug","11","Released","","""gerrit review"" command line does not parse args as advertised","Dec 15, 2010"
"799","Bug","2","Released","","Re-adding user sends out ""has uploaded a new change"" e-mail","Dec 15, 2010"
"798","Feature","18","Submitted","","Delete project through command line","Dec 9, 2010"
"797","Bug","2","Released","","ProjectAccessScreen shows access rights for groups that are not visible to the user","Dec 8, 2010"
"796","Bug","2","Released","","Gerrit hangs when diffing a .jar file","Dec 8, 2010"
"795","Bug","4","Released","","selecting text in side-by-side diff spills to both files","Dec 6, 2010"
"794","Bug","1","Invalid","","Video play with artifacts","Dec 5, 2010"
"793","Bug","3","Released","","File diff is weird when the difference is that the file didn't used to end with a newline but now does","Dec 3, 2010"
"792","Bug","1","Duplicate","","Link back to bug tracker in a review request","Dec 2, 2010"
"791","Feature","1","WontFix","","Prev/Next navigation is not logical","Dec 1, 2010"
"790","Feature","0","Duplicate","","Add Project Group to manage the root project","Dec 1, 2010"
"789","Feature","3","WontFix","","Add Project Group to manage the root project","Dec 1, 2010"
"788","Bug","2","Released","","The accounts in Administrator group can remove itself also other accouts","Dec 1, 2010"
"787","Bug","2","Released","","Page should scroll to the bottom when the marker is position at the end of the file","Dec 1, 2010"
"786","Bug","11","Released","","stack trace of diff view","Nov 30, 2010"
"785","Bug","1","Duplicate","","Installation guide advises to create MySQL DB with latin1 charset","Nov 27, 2010"
"784","Bug","19","WontFix","","Subtree merge strategy not working with Gerrit","Nov 26, 2010"
"783","Bug","2","WontFix","","Migration issue when creating new attribute on Project entity.","Nov 26, 2010"
"782","Bug","3","WontFix","","Ignore merge commits?","Nov 24, 2010"
"781","Bug","2","WontFix","","Remember Me doesn't remember me","Nov 24, 2010"
"780","Bug","4","Released","","""Anonymous Coward"" shouldn't be used as name fallback in email","Nov 23, 2010"
"779","Bug","2","CannotReproduce","","New merged commit not immediately available through Git","Nov 19, 2010"
"778","Feature","9","Submitted","","Change the topic of the existing change","Nov 18, 2010"
"777","Bug","2","Duplicate","","Adding reviewer is not case-insensitive","Nov 16, 2010"
"776","Bug","11","WontFix","","auth LDAP / ssh user-not-found issue","Nov 16, 2010"
"775","Bug","1","WontFix","","Line wrapping is not working","Nov 16, 2010"
"774","Bug","1","Duplicate","","Push was hanging, now reviews ""stuck"", can't view them to abandon/delete","Nov 10, 2010"
"773","Bug","4","Duplicate","","Sidebyside on patch produces Internal Application Error in patchScript","Nov 10, 2010"
"772","Bug","2","WontFix","","Publish Comment causes jdbc errors - requires gerrit restart","Nov 6, 2010"
"771","Bug","3","Released","","branch names which overlap can cause branch not found errors","Nov 5, 2010"
"770","Bug","2","WontFix","","""Unspecified merge failure: REVISION_GONE"" error occured when trying to submit a patch.","Nov 4, 2010"
"769","Bug","16","Released","","Shallow clone causes internal server error","Nov 4, 2010"
"768","Bug","10","Released","","Binary files cause Gerrit to forget side-by-side diff preference","Nov 3, 2010"
"767","Feature","1","WontFix","","Allow kill command to work for non-administrators for user-owned tasks","Oct 30, 2010"
"766","Bug","1","WontFix","","sign-out and sign-in required every day","Oct 29, 2010"
"765","Bug","3","Released","","file list is not updated when changing patch sets while reviewing","Oct 28, 2010"
"764","Feature","24","WontFix","","Reviewer/submitter suggestions based on a change's target repo and the set of files it modifies","Oct 28, 2010"
"763","Feature","3","WontFix","","Suggestion: ""Application Error"" screen should have a ""Report Bug"" link or button.","Oct 26, 2010"
"762","Bug","3","New","","Dark layer doesn't go away once there's an ""application error"" screen","Oct 26, 2010"
"761","Bug","2","Released","","Application error when trying to follow a specific side-by-side diff","Oct 26, 2010"
"760","Bug","2","Invalid","","Code_Review email notification contains internal server name and links ","Oct 25, 2010"
"759","Feature","3","WontFix","","multi-use project admin ssh command","Oct 23, 2010"
"758","Bug","2","CannotReproduce","","Gerrit doesn't display new empty files well.","Oct 22, 2010"
"757","Feature","9","Released","","Summing of review scores (aka ""can 1+1 please == 2?"")","Oct 20, 2010"
"756","Bug","4","Released","","Side-by-Side view switch automatically to unified one","Oct 19, 2010"
"755","Bug","1","Released","","Receive stream-event for new patchset before it is available","Oct 15, 2010"
"754","Feature","4","Released","","update bug tracker when change is submitted","Oct 15, 2010"
"753","Bug","2","Released","edwin...@gmail.com","Administer All Settings for branch not inherited correctly.","Oct 14, 2010"
"752","Feature","2","WontFix","","Enable ""agile"" prioritization of changes","Oct 11, 2010"
"751","Bug","2","Released","","displayed owner group is not updated if group is renamed","Oct 11, 2010"
"750","Feature","5","Accepted","","diff all side-by-side should work for images as well","Oct 8, 2010"
"749","Feature","2","Released","","auto-save cover message comments","Oct 8, 2010"
"748","Bug","1","Invalid","","Unable to build gerrit - jdk failure on mvn clean package","Oct 7, 2010"
"747","Feature","1","Released","","Hook for CLA acceptance","Oct 7, 2010"
"746","Bug","2","WontFix","","Deleting project watches may remove more entries than selected","Oct 6, 2010"
"745","Feature","10","Released","","Support for setting new parent project in the WebUI","Oct 6, 2010"
"744","Bug","1","Invalid","","camera and video recording not working with .34 kernel on 32a Magic 6.35 radio with Froyo","Oct 6, 2010"
"743","Feature","4","WontFix","","When reviewing file diffs allow navigation to next/previous comment/diff chunk across files","Oct 1, 2010"
"742","Feature","7","Submitted","","Fine grained control for assigning admin permissions","Oct 1, 2010"
"741","Bug","1","Released","","A new group cannot be created by keys","Sep 30, 2010"
"740","Feature","5","Duplicate","","Summary page that shows a table with all inline comments with links to them, and flag if the comment have been replyed or not","Sep 30, 2010"
"739","Feature","11","Submitted","","Define and configure voting categories per project (or ref)","Sep 29, 2010"
"738","Feature","3","WontFix","","Want to be able to give post-submit +- rating to a patch ","Sep 28, 2010"
"737","Bug","1","Duplicate","","Create a new group fails due to duplicate primary key","Sep 25, 2010"
"736","Bug","2","WontFix","","Gerrit is highlighting ""union"" in Java","Sep 24, 2010"
"735","Bug","7","Released","","displaying the unified diff for a newly added binary file fails","Sep 23, 2010"
"734","Bug","2","Released","","Duplicated code Create-Project","Sep 21, 2010"
"733","Feature","6","WontFix","","Include previous approvals in the approvals table","Sep 18, 2010"
"732","Bug","2","WontFix","","'Open Key' can't work","Sep 17, 2010"
"731","Bug","2","Released","","Clicking in file diff view on link to previous changed file does not work","Sep 16, 2010"
"730","Feature","3","WontFix","","Feature to prevent accidental merges","Sep 15, 2010"
"729","Feature","5","Released","mf...@codeaurora.org","Return approvals from gerrit query command","Sep 15, 2010"
"728","Bug","1","Invalid","","Unable to use OpenID after default install","Sep 14, 2010"
"727","Feature","2","Released","","Change wording in dashboard","Sep 14, 2010"
"726","Bug","2","WontFix","","Documentation inconsistency for cmd-create-account","Sep 11, 2010"
