"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"9960","Feature","3","New","3","","Update analytics pugins docs to explain filtering vs aggregation dates","Nov 2, 2018"
"9959","Feature","8","New","3","","Gerrit shows ""Merge Conflict"" but doesn't say where","Nov 2, 2018"
"9958","Bug","2","Duplicate","3","","E-mail verification tokens contains illegal charachters","Nov 1, 2018"
"9957","","4","Released","","","""Failed to resolve sourcemap"" when building polygerrit","Nov 1, 2018"
"9956","Bug","3","Submitted","2","","User/project setting for wip=true will mark all CLs in an upload as WIP if one of them is new","Nov 1, 2018"
"9955","Bug-Regression","4","Untriaged","","","https://chromium-review.googlesource.com/ is very slow and janky","Aug 23, 2018"
"9954","Bug","1","Submitted","3","synto...@gmail.com","Loading information now showing when pulling docker images","Nov 1, 2018"
"9953","Feature","1","Submitted","3","fabio...@gmail.com","Create a basic dashboard for wizard","Nov 1, 2018"
"9951","Bug","3","New","3","","extraction of issues in analytics does not work","Oct 31, 2018"
"9950","Bug","1","Submitted","1","synto...@gmail.com","Analytics plugin is really slow when aggregating by branches","Oct 31, 2018"
"9949","Feature","5","AwaitingInformation","3","","Add a column for bug/issue in change list","Oct 31, 2018"
"9947","","4","New","3","","Diff-preferences tooltip can cause oscillating layout","Oct 31, 2018"
"9946","Bug","2","CannotReproduce","1","","Everything 404s","Oct 31, 2018"
"9945","Bug","2","Submitted","2","","Bazel build standalone broken for owners plugin","Oct 31, 2018"
"9944","Feature","1","Submitted","2","fabio...@gmail.com","Add Kibana Visualization to show commits per branches","Oct 31, 2018"
"9943","","1","Invalid","","","  ดรใจจริงคาาบ","Oct 30, 2018"
"9942","Bug","1","CannotReproduce","0","","All rules using the owners plugin predicates return 500","Oct 30, 2018"
"9941","Bug","5","Submitted","1","macz...@gmail.com","High-availability plugin consumes threads during the retry phase","Oct 29, 2018"
"9940","Feature","1","Invalid","3","","recover network","Oct 29, 2018"
"9939","Bug","4","New","3","","Init does not exit with error status when provided with invalid --install-plugin value","Oct 29, 2018"
"9938","Bug","5","Untriaged","","","Viewing image diff in Gerrit screws up Gerrit","Sep 1, 2018"
"9937","Bug","4","Duplicate","","","recently gerrit has been giving me transient errors when starting reviews","Oct 17, 2018"
"9936","Bug","4","Untriaged","","","404 when trying to open CLs","Oct 25, 2018"
"9935","Bug","7","Accepted","2","brohlfs@google.com","A11y: State of buttons that control expandable content is not indicated to screen reader users","Oct 27, 2018"
"9934","Bug","8","Accepted","2","brohlfs@google.com","A11y: 'Button' is announced twice by screen reading software for all gerrit buttons","Oct 27, 2018"
"9933","Bug","8","New","2","ajp@chromium.org","500 changes listed in CC list","Oct 16, 2018"
"9932","Bug","5","Released","1","luca....@gmail.com","Unnecessary locking on reindexing of entity ids","Oct 26, 2018"
"9931","","0","Invalid","","","LED","Oct 26, 2018"
"9930","Bug","5","Released","3","","repo upload uses deprecated topic syntax","Oct 26, 2018"
"9929","Bug","4","Invalid","3","","Upgrading from 2.15 to 2.16 does not update soy templates in etc/mail","Oct 26, 2018"
"9928","","1","Invalid","","","Huawei ","Oct 26, 2018"
"9927","","3","Duplicate","","","Can't tell where in file changes were made","Oct 26, 2018"
"9925","","2","Released","2","logan@google.com","https://android-review.googlesource.com/c/platform/libcore/+/793796 missing submitted together links","Oct 26, 2018"
"9924","Bug","3","Submitted","3","synto...@gmail.com","Wrong branch aggreagation","Oct 25, 2018"
"9923","Bug","5","New","3","marga@google.com","Line of a comment not being set to range.endLine causes issues for subsequent draft comments","Oct 25, 2018"
"9922","Feature","3","Submitted","2","","Update README","Oct 25, 2018"
"9921","","2","New","","","Less related accounts are suggested even type '@'.","Oct 25, 2018"
"9920","","5","New","","","Gerrit open a huge number of socket","Oct 25, 2018"
"9919","","5","New","","","The user is not able to login they get 403 error","Oct 25, 2018"
"9918","","1","Duplicate","","","Add a search button","Oct 25, 2018"
"9917","Bug","5","New","3","","""Merge conflicts"" section name is confusing","Oct 25, 2018"
"9916","Feature","4","AwaitingInformation","3","","Keep the same location in long file diffs when selecting a different patch set.","Oct 25, 2018"
"9915","","2","Incomplete","","","Submit button missing in cherry-pick (visible only after manual refresh)","Oct 24, 2018"
"9914","","5","New","","","PolyGerrit couldn't show Chinese normally, it shows messy code instead","Oct 24, 2018"
"9913","","3","New","3","","Show revert message when ""only comments"" is enabled","Oct 24, 2018"
"9912","Bug","3","CannotReproduce","1","","Gerrit projects index not initialised","Oct 24, 2018"
"9911","","5","ChangeUnderReview","2","","image-diff fails to build","Oct 24, 2018"
"9910","Bug","1","WontFix","1","","Cherry pick message no longer showing on changes","Oct 24, 2018"
"9909","","3","Released","2","","Attempting to view CL renders blank web page","Oct 23, 2018"
"9908","Bug","4","Released","3","","Disable ""create new project"" button","Oct 23, 2018"
"9907","Feature","2","Submitted","3","fabio...@gmail.com","Analytics Wizard Dashboard Configuration Screen","Oct 22, 2018"
"9906","Feature","2","WontFix","3","","Count documents imported in elasticsearch","Oct 22, 2018"
"9905","","1","Invalid","","","std_fifo feedback","Oct 22, 2018"
"9903","Feature","5","Released","2","logan@google.com","Support project dashboards with PolyGerrit","Oct 22, 2018"
"9902","Feature","5","New","3","","Remove implicit ""-is:wip"" from ""reviewer:self"" query","Oct 22, 2018"
"9901","Bug","9","New","3","","Comment Threads -> Only unresolved threads includes threads resolved via drafts","Oct 20, 2018"
"9900","","3","Duplicate","","","Need line wrap control in diff","Oct 20, 2018"
"9899","","3","Duplicate","","","Add support for cherry-picking even if it has conflicts in the UI","Oct 20, 2018"
"9898","Feature","1","Invalid","3","","Kernel upgrade","Oct 20, 2018"
"9897","Feature","1","Invalid","3","","UI issue","Oct 20, 2018"
"9896","","4","Incomplete","","","unified diff setting in profile does not work","Oct 19, 2018"
"9895","","4","New","","","Problem getting notification on a non-gmail address","Oct 19, 2018"
"9894","","5","New","","","searching for empty topics yields a variety of errors, all with bad UX","Oct 19, 2018"
"9893","","1","Duplicate","","","Can't move a Reviewer -> CC in a single action","Oct 19, 2018"
"9892","","7","New","2","","100%+ CPU usage of the gerrit tab in Chrome","Oct 19, 2018"
"9891","Feature","5","Accepted","3","","Setup CI to generate gerrit's homepage","Oct 18, 2018"
"9890","Feature","1","Submitted","2","fabio...@gmail.com","Move to 2.16-rc0","Oct 18, 2018"
"9889","Bug","4","New","3","","""RevisionConflictException: Error submitting change"" when submitting a CL","Oct 18, 2018"
"9888","Bug","1","Duplicate","3","","RevisionConflictException: Error submitting change when submitting a CL","Oct 18, 2018"
"9887","Feature","4","ChangeUnderReview","3","","Retrieve Git tree objects through Gerrit API","Oct 18, 2018"
"9886","","1","Duplicate","","","Tons of 500 error dialogs","Oct 18, 2018"
"9885","","1","Duplicate","","","Weird Error When Loading CL in Gerrit - Endpoint: /changes/conflicts","Oct 18, 2018"
"9884","","3","Submitted","","han...@google.com","error on refresh","Oct 17, 2018"
"9883","","3","New","","","polygerrit triggers 'you are a robot' error, handles it badly","Oct 17, 2018"
"9882","Feature","2","Duplicate","3","","Help with diffing for renamed files","Oct 17, 2018"
"9881","Feature","1","Invalid","3","","Averaged data over time in Chromium's Task manager","Oct 17, 2018"
"9880","Bug","1","Released","3","sven....@axis.com","Default WIP notify handling in review ssh command differs from REST API counterpart","Oct 17, 2018"
"9879","Feature","5","Submitted","3","phan....@gmail.com","Fix events-log plugin versioning","Oct 17, 2018"
"9878","","1","Duplicate","","","Oooutgoing review","Oct 16, 2018"
"9877","Bug","8","New","1","mf...@codeaurora.org","Submitting moved change implicitly merges dependent, submitted, changes for branch other than target into target","Oct 16, 2018"
"9876","","4","New","3","","Add an easy way to expand all unreviewed files","Oct 16, 2018"
"9875","","5","New","3","","No way to dismiss ""Push your first changes"" intro","Oct 16, 2018"
"9874","","2","Invalid","","","git cl upload: Subject hashtag generation should ignore ::","Oct 16, 2018"
"9873","Bug","1","Submitted","3","","There are 2 types of check icons in the dashboard","Oct 16, 2018"
"9872","Bug","2","Submitted","3","fabio...@gmail.com","Tests are dependent on the TZ","Oct 16, 2018"
"9871","Feature","4","New","2","","Add projects autocomplete in wizard pages","Oct 15, 2018"
"9870","Feature","2","Submitted","2","synto...@gmail.com","Report when dashboards have been created and ready to use","Oct 15, 2018"
"9869","Feature","1","Submitted","2","fabio...@gmail.com","Dashboard generation status endpoint","Oct 15, 2018"
"9868","Feature","2","Submitted","2","","Configure Spark ETL parameters","Oct 15, 2018"
"9867","Feature","1","Submitted","2","synto...@gmail.com","Trigger spark ETL job from wizard","Oct 15, 2018"
"9866","Feature","4","Submitted","3","synto...@gmail.com","Aggregate and correlate Gerrit audits with commits","Oct 15, 2018"
"9865","Feature","3","Submitted","2","synto...@gmail.com","Allow analytics partitioning in Kibana","Oct 15, 2018"
"9864","Feature","4","Submitted","2","synto...@gmail.com","Keep branch aggregation on analytics","Oct 15, 2018"
"9863","Feature","2","Submitted","2","synto...@gmail.com","Enrich analytics with branch information","Oct 15, 2018"
"9862","","6","New","2","","File-level comments are not tagged with their respective patch sets in the message thread","Oct 13, 2018"
"9861","","1","Released","","","Moving from one access page to another in repo does not reset loading","Oct 13, 2018"
"9860","Bug","1","Submitted","3","","Building gerrit in ci fails","Oct 13, 2018"
"9859","Bug","1","Invalid","3","","Building gerrit on mac broken","Oct 13, 2018"
"9858","Bug","3","New","3","","Random failures to connect with dsa keys, approximately 0.4% of the time","Oct 13, 2018"
"9857","","4","Released","3","","Cannot change personal user settings (""Server error: Unsupported download scheme: http"")","Oct 13, 2018"
