"ID","Type","Stars","Status","Owner","Summary","Opened"
"414","Bug","14","Released","","Pushing multiple commits with the same Change-Id should be rejected?","Jan 23, 2010"
"413","Bug","1","CannotReproduce","fredr...@sonyericsson.com","character @ in subject means non-displayed subject in overview list","Jan 22, 2010"
"412","Bug","3","Released","","apostrophe displayed incorrectly in comments","Jan 22, 2010"
"411","Bug","1","Released","","Gerrit SSHD accepts pushing tags for branches","Jan 22, 2010"
"410","Bug","1","WontFix","","git push result ""unpack error Java heap space"".","Jan 21, 2010"
"409","Feature","1","Duplicate","","Allow automaticly add myself as change reviewer","Jan 21, 2010"
"408","Feature","1","Released","sop@google.com","Add colums 'V' and 'R' to the list of all opened changes.","Jan 21, 2010"
"407","Feature","1","WontFix","","Create referal integrity constraints in db","Jan 21, 2010"
"406","Bug","1","WontFix","","Gerrit replication write error for refs inside new directories","Jan 20, 2010"
"405","Feature","19","Released","shane...@gmail.com","configurable canned comments for changes","Jan 20, 2010"
"404","Feature","6","WontFix","","Option to enable automatic account creation on usernames first referenced over Gerrit SSH","Jan 20, 2010"
"403","Feature","2","Duplicate","","Config option to make it possible to reference on CC entities outside of the Gerrit account system","Jan 20, 2010"
"399","Bug","1","Released","sop@google.com","Pushing old style tag objects is rejected by Gerrit/JGit","Jan 20, 2010"
"398","Bug","1","Duplicate","","Syntax highlighting breaks in diffs with common lines removed","Jan 20, 2010"
"397","Bug","3","Released","","Diff view preference is forgotten when cycling through a file that has only one option","Jan 20, 2010"
"396","Bug","4","Released","mf...@codeaurora.org","Report each commenting event, even if commenter didn't enter top-level text","Jan 20, 2010"
"395","Feature","3","Released","","Button to open all files in CL in browser tabs","Jan 20, 2010"
"394","Bug","4","Duplicate","","protocol error: bad pack header","Jan 19, 2010"
"393","Bug","0","Released","sop@google.com","push over HTTP allows branches to be deleted","Jan 17, 2010"
"392","Feature","0","Released","","Need to download commit-msg hook by HTTP","Jan 16, 2010"
"391","Feature","14","Released","mf...@codeaurora.org","Add an option to make approved patches be auto-submitted","Jan 16, 2010"
"390","Bug","11","Released","sop@google.com","Branches disappear and don't fetch/clone","Jan 15, 2010"
"389","Bug","0","Released","sop@google.com","Invalid commentlink expression causes page load failure","Jan 15, 2010"
"388","Bug","2","WontFix","","F3 on Firefox opens ""Publish Comments""","Jan 15, 2010"
"387","Bug","1","Released","","SmtpEmailSender.java does not correctly encode non-Latin1 characters.","Jan 15, 2010"
"386","Bug","1","WontFix","","missing mysql_nextval_id() from gerrit 2.1.1 and 2.1.1.1","Jan 14, 2010"
"385","Bug","1","Released","","Session Expired message is obnoxious.","Jan 13, 2010"
"384","Feature","56","Duplicate","","Provide a way to CC interested parties without making them reviewers","Jan 12, 2010"
"383","Feature","7","WontFix","","post receive hooks","Jan 11, 2010"
"382","Bug","2","CannotReproduce","","""Unspecified merge failure: REVISION_GONE"" error upon trying to submit a patch.","Jan 10, 2010"
"381","Feature","27","Released","","Disable ""Submit"" button if merge will fail","Jan 9, 2010"
"380","Feature","1","Released","","Add keyboard shortcut N and P for next and previous comment","Jan 9, 2010"
"379","Feature","83","Released","","When new patch sets are generated, mark the files that are different from the previous patch set","Jan 7, 2010"
"378","Feature","8","WontFix","","Don't use links for email address validation","Jan 7, 2010"
"377","Feature","62","Released","","Support git submodule dependencies between changes","Jan 7, 2010"
"376","Bug","1","Released","sop@google.com","Delete comment on publish comments screen fails","Jan 7, 2010"
"375","Feature","1","WontFix","","Support commit with rebase","Jan 6, 2010"
"374","Feature","2","Incomplete","","Show list of 'my' tasks in different colours based on status","Jan 6, 2010"
"373","Bug","1","Incomplete","","Clearing Droid Marketplace searches...","Jan 5, 2010"
"372","Feature","4","WontFix","sop@google.com","Build on top of an OSGi runtime","Dec 30, 2009"
"371","Feature","3","Released","","Support for gitweb alternatives","Dec 28, 2009"
"370","Bug","1","Released","","Gerrit HEAD hangs at loading in firefox 3.5.5","Dec 27, 2009"
"369","Bug","1","Released","","Gerrit doesn't build from git clone","Dec 27, 2009"
"368","Feature","6","Released","","Notification plugin support","Dec 24, 2009"
"367","","2","Incomplete","","Android market search history...","Dec 24, 2009"
"366","Bug","1","Released","","gerrit gitweb links assume project repositories end in .git","Dec 22, 2009"
"365","Bug","1","Released","","CommitMsgHookTest does not support windows","Dec 21, 2009"
"364","Bug","1","Released","","Failing test with non-english locale","Dec 21, 2009"
"363","Feature","0","Released","","update google-code-prettify","Dec 19, 2009"
"362","Feature","1","Accepted","","allow current connections to drain during restart","Dec 19, 2009"
"361","Feature","15","Released","","comment on the commit message","Dec 18, 2009"
"360","Bug","1","Incomplete","","Cannot set email I registered with as preferred.","Dec 17, 2009"
"359","Bug","0","Released","sop@google.com","""no changes made"" when only parent pointer is updated","Dec 16, 2009"
"358","Bug","1","Released","","fatal if site directory already exists","Dec 15, 2009"
"357","Bug","4","WontFix","sop@google.com","changes don't close if tagged","Dec 13, 2009"
"356","Bug","0","Released","sop@google.com","cherry pick committer identity is wrong","Dec 13, 2009"
"355","Bug","1","Incomplete","","unable to download android source","Dec 11, 2009"
"354","Bug","1","Incomplete","","libc segmentation fault driven by surfaceflinger on zoom2","Dec 10, 2009"
"353","Feature","20","Submitted","","new submit action fast-forward-or-cherry-pick","Dec 9, 2009"
"352","Feature","2","Released","","confirm branch deletion in web UI","Dec 9, 2009"
"351","Bug","14","WontFix","","Gerrit reports a project doesn't exist when a user doesn't have correct permissions","Dec 9, 2009"
"350","Feature","23","Released","","Improve auto complete textbox UI","Dec 3, 2009"
"349","Feature","179","Released","","Delete projects through web interface","Dec 3, 2009"
"348","Feature","36","Released","sop@google.com","Comment on a patchset should be linkable/bookmarkable","Dec 1, 2009"
"347","Bug","1","Released","","comment counts are not showing in sidebyside patch history section ","Nov 25, 2009"
"346","Bug","0","Released","sop@google.com","duplicate branch in branches tab","Nov 20, 2009"
"345","Bug","1","Released","","need font that can make ""call11"" readable","Nov 20, 2009"
"344","Feature","5","WontFix","","automatically refresh dashboard with new changes","Nov 19, 2009"
"343","Bug","0","Released","","init does not create secondary indexes","Nov 18, 2009"
"342","Bug","0","Released","","local gsql uses too many network connections","Nov 18, 2009"
"341","Bug","0","Released","","gsql \d fails on H2","Nov 18, 2009"
"340","Bug","0","Released","sop@google.com","FileNotFoundException running Gerrit from Eclipse","Nov 18, 2009"
"336","Feature","0","Released","s...@google.com","update MINA SSHD","Nov 13, 2009"
"335","Bug","0","Released","s...@google.com","daemon starts with invalid site_path","Nov 13, 2009"
"334","Feature","1","WontFix","","Show the issue number","Nov 13, 2009"
"333","Feature","1","Duplicate","","Remove a Reviewer","Nov 13, 2009"
"332","Bug","0","Released","sop@google.com","update installation documentation","Nov 12, 2009"
"331","Bug","0","Released","sop@google.com","update developer documentation for new maven layout","Nov 12, 2009"
"330","Feature","0","Released","","implement gerrit init command to setup a new server","Nov 12, 2009"
"329","Feature","1","Released","","automate schema upgrades","Nov 12, 2009"
"328","Feature","0","Released","","redirect daemon output from stderr to log file","Nov 12, 2009"
"327","Feature","0","Released","","sql query console for command line, over ssh","Nov 12, 2009"
"326","Feature","3","Accepted","","enable a SecurityManager in gerrit daemon","Nov 12, 2009"
"325","Feature","0","Released","","allow secure config file overlays normal config file","Nov 12, 2009"
"324","Feature","0","Released","","upgrade jgit to latest eclipse.org snapshot","Nov 12, 2009"
"323","Feature","0","Released","","command line tool to download optional support libraries","Nov 12, 2009"
"322","Feature","0","Released","sop@google.com","upgrade GWT to 2.0","Nov 12, 2009"
"321","Bug","24","Released","","user name completion not as friendly as it should be","Nov 11, 2009"
"320","Feature","0","Released","","queue and throttle incoming ssh commands from users","Nov 11, 2009"
"319","Bug","0","Released","","registration email should be set as preferred email","Nov 10, 2009"
"318","Bug","0","WontFix","","ie6: comment panel borders don't render","Nov 5, 2009"
"317","Bug","20","WontFix","","error message when pushing to refs/heads/branch vague","Nov 5, 2009"
"316","Bug","2","WontFix","","repo can't download from android.git.kernel.org","Nov 5, 2009"
"315","Bug","0","Released","","smtp password inconsistency between code and documentation","Nov 4, 2009"
"314","Bug","0","Released","","Group type LDAP offered when LDAP not enabled","Nov 3, 2009"
"313","Feature","1","Released","ziv...@gmail.com","ssh command line to create group","Oct 30, 2009"
"312","Feature","12","Released","","restore abandoned change","Oct 30, 2009"
"311","Bug","29","Released","mf...@codeaurora.org","Improve formatting of emails for faster reading/filtering","Oct 30, 2009"
"310","Feature","10","Released","mf...@codeaurora.org","ssh command line feature to submit change set","Oct 28, 2009"
"309","Bug","1","Released","","duplicate comments","Oct 26, 2009"
