"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"10173","Bug","5","ChangeUnderReview","0","luca....@gmail.com","Autosubmitter broken since Change-Id: I39fe14d7e","Dec 13, 2018"
"10172","Bug","2","Duplicate","3","","replication plugin fails to load after migrating to NoteDB: java.lang.NullPointerException: no active search index configured for groups","Dec 13, 2018"
"10170","","4","Released","","taoalpha@google.com","tryjobs field doesn't work with dark theme","Dec 13, 2018"
"10169","Bug","4","New","3","","Deleting a project that is a submodule of/for another project succeeds","Dec 13, 2018"
"10168","Bug","4","New","3","","A click on a gitweb link result in an error  ""404 - Unknown tag object""","Dec 13, 2018"
"10167","Feature","1","Invalid","3","","Updates","Dec 12, 2018"
"10166","","7","Released","","","I miss the [g][i] shortcut.","Dec 12, 2018"
"10165","","7","New","","","Line Comment location mismatch old/new gui when file starts with empty line.","Dec 11, 2018"
"10164","","3","New","","","Linkified change-id is not redirected when Gerrit URL has path","Dec 11, 2018"
"10163","","3","New","","","""Change Id"" column in the overview dashboard.","Dec 11, 2018"
"10162","Bug","4","New","3","","Endpoint errors (apparently harmless) seen while editing Gerrit code reviews","Dec 11, 2018"
"10161","","3","New","","","Branch entry in overview table doesn't have tool-tip popup to expand full name","Dec 11, 2018"
"10160","","4","New","","","fatal: /var/gerrit/etc/secure.config (Permission denied)","Dec 10, 2018"
"10158","","3","New","","","Commit message box autosizes to very small size making it unreadable.","Dec 9, 2018"
"10156","Bug","4","New","3","","Comments distractingly pile onto the top of a page during loading before slowly moving into place","Dec 8, 2018"
"10155","","3","Obsolete","","","In ""Assigned reviews"" category, exclude or do not bold WIP changes","Dec 8, 2018"
"10154","","5","New","","","Improve dashboard visual styling","Dec 7, 2018"
"10153","Feature","1","Invalid","3","","what to do with support Level1 widevine?","Dec 7, 2018"
"10152","","4","New","","","Show on which patch set a label was applied","Dec 7, 2018"
"10151","","6","Released","","thoma...@yahoo.com","No way to delete a branch from project branches listing page in the New UI","Dec 6, 2018"
"10150","Bug","1","Duplicate","3","","in the searching box,when chose options,click ""Enter"",it will appear error page when using polygerrit UI ","Dec 6, 2018"
"10149","","5","New","","","in the searching box,when chose options,click ""Enter"",it will appear error page when using polygerrit UI ","Dec 6, 2018"
"10148","","1","Invalid","","","Im hacked and need help!","Dec 6, 2018"
"10147","Bug","6","New","3","","Can't save ACCESS change if I add account name include '.' ex: user/jimmy sung (jimmy.sung)","Dec 6, 2018"
"10146","Bug","2","Duplicate","3","","Reviewed-on line in review notes has URL that does not work","Dec 6, 2018"
"10145","Feature","4","New","3","","Only mark code as unreviewed if a new patch has been uploaded.","Dec 6, 2018"
"10144","Bug","5","New","3","","visibleto predicate does not work with group","Dec 6, 2018"
"10143","Bug","1","Submitted","3","","gerrit 2.16 ssh -p 29418 ${USER}@${IP} kill ${ID} NOT work","Dec 6, 2018"
"10142","Bug","5","New","3","","on Linux, using middle mouse to select lines in diff UI automatically copies line numbers too","Dec 6, 2018"
"10141","Bug","4","New","","","copy & paste in inline diff viewer misbehaves when starting with a double click","Dec 6, 2018"
"10140","","3","Released","","","Scrollbar unnecessarily appears when shifting focus to the more ""..."" dropdown","Dec 5, 2018"
"10139","Bug","6","Started","2","luca....@gmail.com","NPE when pushing to branches using ${username} in regex","Dec 5, 2018"
"10138","","5","New","","","can't save change when add ldap account in ACCESS.","Dec 5, 2018"
"10137","Bug","4","Released","3","brohlfs@google.com","On the audit log screen, the ""By User"" column is not aligned consistently with other columns","Dec 5, 2018"
"10136","Feature","5","New","3","","Include the text ""symlink"" on symlinks in gerrit reviews","Dec 5, 2018"
"10135","","4","New","","","support clipboard copy of selection from one pane of diff view","Dec 4, 2018"
"10134","","4","New","","","Diff shows branched file as nothing-on-the-left new content rather than slightly-modified-version of earlier file","Dec 4, 2018"
"10133","","1","Invalid","","","how can I use changeCallDataUsage function to show video call data usage","Dec 4, 2018"
"10132","Bug","1","Submitted","1","luca....@gmail.com","hooks plugin fails to load on Gerrit 2.16-34","Dec 4, 2018"
"10131","Bug","1","Submitted","1","luca....@gmail.com","reviewnotes plugin fails to load on Gerrit 2.16-34","Dec 4, 2018"
"10130","Bug","8","New","3","","its- plugins should be built on CI when the its-base plugin gets new changes","Dec 4, 2018"
"10129","Bug","5","Released","3","milutin@google.com","console warning: pageLoaded should be called after window.onload","Dec 4, 2018"
"10128","","7","New","","","""Unexpected plugin"" warnings for bundled plugins","Dec 4, 2018"
"10127","","1","Invalid","","","Where to edit access permit on the new UI?","Dec 4, 2018"
"10126","","12","Accepted","","","Reporting spam","Dec 4, 2018"
"10125","","4","New","","","Gerrit sends emails that cause reviews from distinct issues to be displayed as one thread in gmail","Dec 4, 2018"
"10124","Bug","4","New","3","","Failure to submit a chain of commits to a Fast-Forward-Only repository","Dec 3, 2018"
"10123","","3","New","","","Cannot login to android-review gerrit after deleting and re-creating account","Dec 2, 2018"
"10122","Bug","6","New","3","","Branch creation in Gerrit 2.14.9 is prohibited by Gerrit if the characters less than 5 post ""/""","Dec 2, 2018"
"10121","","4","New","","","""Comment Threads"" contents are affected by the left/right diff selection","Dec 1, 2018"
"10120","Bug","1","Released","3","","Too many shards open during Elasticsearch tests","Dec 1, 2018"
"10119","","4","New","","","Clearly state when file diff contains no differences","Dec 1, 2018"
"10118","Bug","5","Untriaged","","","Gerrit should show a load indicator until done loading","Nov 30, 2018"
"10117","","3","Duplicate","","","Error 422 invalid token when trying to confirm newly added email address","Dec 1, 2018"
"10116","Feature","6","New","3","","changeset history in reverse order","Nov 30, 2018"
"10115","","4","New","","","Editing a comment after submit give obscure error","Nov 30, 2018"
"10114","","3","Invalid","","","Label value not persistent on CL description change even with copyAllScoresIfNoCodeChange=true","Nov 30, 2018"
"10113","Bug","7","Accepted","2","david...@gmail.com","Can't remove myself from a CL's CC list","Nov 29, 2018"
"10112","Bug","3","Released","3","","Gerrit doesn't build with Bazel 0.21.0","Nov 30, 2018"
"10111","","1","Invalid","","","termux.nut","Nov 29, 2018"
"10110","Feature","2","WontFix","3","","Dashboard importer to create auditlog index and mappings in advanced mode","Nov 29, 2018"
"10108","Bug","1","WontFix","3","","warning: could not find a JDK 8 bootclasspath in external/embedded_jdk, falling back to --release","Nov 29, 2018"
"10107","Bug","1","CannotReproduce","1","",">30 seconds loading time for Gerrit CL","Nov 29, 2018"
"10106","","1","Released","","","Can't update project rights with REST ACCESS API","Nov 28, 2018"
"10105","Bug","3","Duplicate","3","","Attempting to create a service user from the UI with an invalid ssh key results in ""invalid ssh key"" but the user is still created","Nov 28, 2018"
"10104","","1","Invalid","","","PolyGerrit doesn't display author information in UI.","Nov 28, 2018"
"10103","","1","Invalid","","","?","Nov 28, 2018"
"10102","Feature","2","Duplicate","3","","Add support for resolving merge conflicts in the UI","Nov 28, 2018"
"10101","Bug","5","Accepted","2","","No warnings about closing a gerrit tab with unsubmitted comments","Nov 28, 2018"
"10100","Bug","5","Duplicate","3","","Failed to open Patchset site on old UI from dashboard","Nov 27, 2018"
"10099","","1","Invalid","","","Enter one-line summary5353335","Nov 27, 2018"
"10098","Bug","1","Invalid","3","","Video recording unusable","Nov 27, 2018"
"10097","Feature","1","Submitted","3","synto...@gmail.com","etl-gitcommits - Allow to ignore SSL certificate validation","Nov 27, 2018"
"10096","Bug","6","Accepted","3","","No confirmation that the project was deleted when using polygerrit UI","Nov 27, 2018"
"10095","Bug","5","Accepted","3","","""delete project"" command is not shown in polygerrit when ""enablePreserveOption"" is set to false","Nov 27, 2018"
"10094","Feature","5","Untriaged","","","Flipping CQ ready and Verify bits on a bunch of CLs","Jan 22, 2015"
"10093","","4","New","","","README.md in comment gets mistakenly converted to clickable link","Nov 26, 2018"
"10092","Bug","5","New","3","","Duplicated Owner/Author/Committer fields","Nov 26, 2018"
"10091","","5","Released","","","Add an option to be added to CC of all change-set","Nov 25, 2018"
"10090","","5","New","","","Pressing enter with key combination in selection does not work","Nov 25, 2018"
"10089","","5","New","","","Make it easier to add oneself as reviewer","Nov 25, 2018"
