"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"9047","Feature","3","New","3","","Does gerrit support count reviewers numbers and auto show submit button?","May 21, 2018"
"9046","Feature","12","Submitted","3","","Support for git protocol v2","May 21, 2018"
"9045","","3","Accepted","3","","Make plugin timeout configurable in polygerrit","May 21, 2018"
"9044","","1","Released","2","kaspern@google.com","Dark mode does not work","May 19, 2018"
"9043","","2","Released","","vikt...@google.com","Error: DuplicateDefinitionError: a type with name 'gr-editor' is already registered","May 19, 2018"
"9042","","4","New","3","","Standardize theme setting in PolyGerrit","May 19, 2018"
"9041","Bug","5","Submitted","3","","ElasticVersionManager does not detect versions due to using wrong prefix","May 19, 2018"
"9040","Bug","3","Submitted","3","borui...@gmail.com","getDeleteActions in ElasticChangeIndex and ElasticGroupIndex not covered by tests","May 19, 2018"
"9038","","1","Duplicate","","","how to see files in merge list in polyGerrit","May 18, 2018"
"9037","Feature","4","New","3","","download links for git-lfs files","May 18, 2018"
"9036","Bug","3","Submitted","0","luca....@gmail.com","Organisation not showing up in Gerrit Analytics ETL extraction","May 18, 2018"
"9035","Feature","1","Duplicate","3","","Diff -w (diff that ignores whitespace changes).","May 18, 2018"
"9034","","2","Released","3","kaspern@google.com","""Work in progress"" section takes room on the screen","May 18, 2018"
"9033","Bug","1","Invalid","2","","Wrong reviewer highlights","May 18, 2018"
"9030","","3","AwaitingInformation","","","Better error page when change access is not allowed","May 17, 2018"
"9029","","5","New","","","how to create project on gerrit and replicate to gitlab","May 17, 2018"
"9028","","1","Invalid","","","How to prevent line breaks if the lines are longer than the screen.","May 17, 2018"
"9027","","1","Duplicate","","","Smarter PS selector in file diff view","May 17, 2018"
"9026","","4","Accepted","4","","Unable to manually set the assignee","May 17, 2018"
"9025","","3","New","","","unpacker error","May 17, 2018"
"9024","Bug","4","Released","3","","WIP/private status not shown in console output when pushing new version","May 16, 2018"
"9022","","4","Accepted","","","""Confirm rebase"" dialog misses out-of-date parent","May 16, 2018"
"9021","Feature","5","New","2","luca....@gmail.com","Allow extraction of Gerrit Analytics as plugin","May 16, 2018"
"9019","Bug","4","Accepted","3","","Gitiles Markdown features are not all enabled any longer since Gerrit 2.15","May 16, 2018"
"9018","","3","AwaitingInformation","","","CL That Isn't Ready Reports ""This change depends on other changes which are not ready""","May 16, 2018"
"9017","","3","New","","","document new polygerrit/UI flow (including Editing)","May 15, 2018"
"9016","","6","Released","2","","PolyGerrit permission editor fails with LDAP groups containing spaces","May 15, 2018"
"9015","","3","Submitted","","","No hook is fired when a change is submitted","May 15, 2018"
"9014","","3","Duplicate","","","404 error for newly uploaded CL","May 15, 2018"
"9013","Bug","3","Submitted","3","","LDAP startTls=true with sslVerify=false still validates certificates","May 15, 2018"
"9011","","3","Released","","kaspern@google.com","Polygerrit dashboard too wide","May 15, 2018"
"9010","Bug","2","Invalid","3","","No internet browsing within the mobile data -Lenovo P2 ","May 15, 2018"
"9009","","5","New","","","Gerrit unable to load patch","May 15, 2018"
"9008","","4","CannotReproduce","","kaspern@google.com","Changing my email caused issues","May 15, 2018"
"9005","","4","New","","","When using the PolyGerrit mode some keyboard shortcuts are not working as documented ","May 14, 2018"
"9004","Feature","4","New","3","","Enable ""gerrit.war daemon --init"" to take init options","May 14, 2018"
"9002","Feature","3","Submitted","2","fabio...@gmail.com","Start / status / stop of the Analytics Dashboards","May 14, 2018"
"9001","","3","Released","","","ExternalIdsConsistencyChecker validates emails are unique globally instead of per-account","May 14, 2018"
"9000","","3","Released","","","Trying to add a group created from the singleusergroup plugin does not work","May 14, 2018"
"8998","Bug","5","New","3","","custom dashboard conversion error 2.14.6 to 2.15.1","May 12, 2018"
"8996","","1","Duplicate","","","Commenting on a single line, results in 2-line comment.","May 12, 2018"
"8995","Feature","4","Submitted","3","","Support another language for submit rules","May 12, 2018"
"8994","","1","Duplicate","","","""Save"" button confused me.","May 12, 2018"
"8993","Feature","1","Duplicate","3","","Make it easy for me to tell what I've reviewed / haven't reviewed","May 12, 2018"
"8992","","3","AwaitingInformation","","","Add an icon to a patchset in a changeset view when the patchset has attached comments","May 12, 2018"
"8989","","1","WontFix","","","empty space on the right and line breaks.","May 11, 2018"
"8988","","5","New","2","","Pressing ""save"" on access change didn't respond, but pressing ""save for review"" resulted in duplicate modification","May 11, 2018"
"8987","","4","New","3","","PolyGerrit's ACL viewer is significantly slower than old","May 11, 2018"
"8986","","5","New","2","","PolyGerrit's ACL editor did not provide a field for commit message","May 11, 2018"
"8985","Bug","3","New","3","","Keyboard: Scrolling not triggered for hidden lines","May 11, 2018"
"8984","","3","New","","","Not able to add email address","May 11, 2018"
"8983","","3","Released","2","vikt...@google.com","Lazy-load gr-avatar images","May 11, 2018"
"8982","","1","Released","2","wyatta@google.com","Included-in modal header hard to read when scrolling.","May 11, 2018"
"8981","Bug","4","New","3","","offline reindexing after upgrade from 2.14.8 to 2.15.1 fails ","May 11, 2018"
"8980","","4","Released","2","kaspern@google.com","Focused dropped when changing topic","May 10, 2018"
"8979","","1","Duplicate","","","Older runs of a tryjob are incorrectly listed after the newer ones","May 10, 2018"
"8978","","4","New","","","After upgrade to gerrit 2.15.1, can not push changes to some repositories in NFS volume for code review ","May 10, 2018"
"8976","Bug","5","Submitted","1","luca....@gmail.com","OnLine reindex generates a flooding of HTTP calls to the failover node","May 10, 2018"
"8975","","2","Duplicate","","kaspern@google.com","Too much whitespace in the CL display","May 10, 2018"
"8971","","2","Released","2","kaspern@google.com","cmd+enter shortcut is broken in reply dialog when reviewers are focused","May 10, 2018"
"8970","","1","Released","2","","Creating a change through ui results in ""Server error: Base doesn't represent a valid SHA-1""","May 10, 2018"
"8969","","4","New","2","","Overflow action tooltips should appear to the left","May 10, 2018"
"8968","","2","Duplicate","3","","UI doesn't reflect symlink changes","May 10, 2018"
"8967","Feature","6","New","3","","Server SSH hostkeys not shown anywhere in the polygerrit UI","May 9, 2018"
"8966","","1","Duplicate","","","More recent passing test results are hidden by older failing results","May 9, 2018"
"8964","Bug","1","Duplicate","3","","Error when clicking 'Commit Message' in old UI","May 9, 2018"
"8962","","3","New","3","","_setPluginsPending should not have a guard against unnamed plugins","May 9, 2018"
"8961","","3","Accepted","3","","Cherry pick fails","May 9, 2018"
"8959","","4","New","","","FR: cross-file move detection","May 9, 2018"
"8958","","1","Duplicate","","","“Send feedback” link should auto-populate affected version.","May 9, 2018"
"8957","","2","Released","2","logan@google.com","Trying to use a group as a reviewer fails","May 9, 2018"
"8956","","2","Released","2","kaspern@google.com","Dashboard sections visually hard to parse","May 8, 2018"
"8955","","2","Released","2","kaspern@google.com","Light-red color for gr-account-chip and gr-linked-chip is disturbing","May 8, 2018"
"8954","Bug","4","WontFix","3","","User Interface (refs/tags/*): ""Create Reference"" required in addition to ""Push Annotated Tag"" to create annotated tags","May 8, 2018"
"8952","Bug","9","Released","1","sven....@axis.com","When pushing an annotated tag in 2.15.1 using HTTPS, it requires explicit push rights to refs/tags/*","May 8, 2018"
"8951","","5","New","","","Reviewers dropdown is suggesting everyone in my project in a random order","May 8, 2018"
"8950","Bug","2","Submitted","3","","Error in com.googlesource.gerrit.plugins.serviceuser.CreateServiceUserNotes","May 8, 2018"
"8948","","2","New","","","Can't owners +1 for file that I am an owner","May 8, 2018"
"8947","","6","New","","","Documentation/config-reverseproxy.txt: List unsupported proxies","May 8, 2018"
"8946","","1","CannotReproduce","","","Keyboard shortcuts for file navigation are broken in AOSP Gerrit New UI","May 8, 2018"
"8945","","2","Released","2","vikt...@google.com","All plugins fail to load around once per day per host (independent of cache)","May 8, 2018"
