"ID","Type","Stars","Status","Owner","Summary","Opened"
"1723","Feature","1","Invalid","","Put ""(Gerrit)"" it the From: line display name","Dec 14, 2012"
"1722","Feature","14","Duplicate","de...@spotify.com","Topic Reviews : Review multiple patches from a topic as a single change","Dec 13, 2012"
"1721","Bug","3","Submitted","","Message added twice when abandoning or restoring change over SSH","Dec 13, 2012"
"1720","Bug","5","New","","Cannot send email verification message to xxxx@xxxx.com","Dec 13, 2012"
"1719","Bug","4","CannotReproduce","","""failed to push some refs"" error, but commit is created","Dec 12, 2012"
"1718","Bug","3","Released","","Cannot create annotated tag","Dec 12, 2012"
"1717","Feature","1","Invalid","","Ignoring a call results in it being ""missed""","Dec 12, 2012"
"1716","Feature","2","Invalid","","Can't view raw code from the diff view","Dec 12, 2012"
"1714","Bug","1","Invalid","","gerrit2 restart failed","Dec 10, 2012"
"1713","Bug","4","Invalid","","Prolog Rules Cookbook: Documentation does not match examples","Dec 10, 2012"
"1712","Feature","2","New","","Option to display line numbers on the left","Dec 9, 2012"
"1711","Bug","2","Released","","gerrit initscript gerrit.sh depends on $GERRIT_USER having a a login shell","Dec 8, 2012"
"1710","Bug","3","New","","Link is not remembered when when session expires","Dec 7, 2012"
"1709","Feature","1","Duplicate","","Provide gerrit ls-users or equivalent endpoint in REST API","Dec 7, 2012"
"1708","Feature","3","New","","'--branch option for set-reviewers","Dec 7, 2012"
"1707","Bug","3","Released","","Using set-reviewers with change number fails","Dec 6, 2012"
"1706","Feature","2","Duplicate","","support git-archive","Dec 6, 2012"
"1705","Bug","1","Duplicate","","Non-interactive users and LDAP: Too verbose log  output","Dec 6, 2012"
"1704","Bug","3","New","","Gerrit won't send mail to reviewer git receive-pack","Dec 6, 2012"
"1703","Bug","22","Accepted","","reopen a changeset after commit revert","Dec 5, 2012"
"1702","Bug","1","Submitted","","'internal server error' when pushing the same change twice","Dec 4, 2012"
"1701","Bug","2","CannotReproduce","","NPE in CherryPick during /submit or /revert","Dec 4, 2012"
"1700","Bug","4","Duplicate","","gerrit fails due to duplicated comment messages UUIDs","Dec 4, 2012"
"1699","Bug","3","Released","","push to *.git.git problem","Dec 3, 2012"
"1698","Bug","9","New","","Submodule updater inserts odd ""null"" into commit message","Dec 2, 2012"
"1697","Bug","5","Duplicate","","Navigating to png file throws Class$ArrayIndexOutOfBoundsException","Dec 1, 2012"
"1696","Bug","5","New","","Meaningless dependencies","Nov 30, 2012"
"1695","Bug","1","Invalid","","123","Nov 30, 2012"
"1694","Bug","1","Released","sop@google.com","Review via REST returning 500s","Nov 30, 2012"
"1693","Feature","4","Submitted","","top menu underline should consistently highlight current view","Nov 30, 2012"
"1692","Bug","1","Released","sop@google.com","Comments listed out of order in email","Nov 30, 2012"
"1691","Bug","5","New","","Gerrit creates empty patchsets after rebase and pushing a new commit.","Nov 29, 2012"
"1690","Bug","6","New","","auth.type=OPENID_SSO doesn't work in Gerrit 2.5","Nov 28, 2012"
"1689","Bug","1","Invalid","","getdents returning DT_UNKNOWN for type and wrong inode value ","Nov 28, 2012"
