"ID","Type","Stars","Status","Owner","Summary","Opened"
"2640","Feature","5","AwaitingInformation","","Add an editable markup area for each patch","May 6, 2014"
"2639","Bug","1","Invalid","","Notification LED - Phone section","May 6, 2014"
"2638","Bug","2","New","","Scrolling page down should NOT auto-close the reply-form.","May 6, 2014"
"2637","Feature","2","New","","show all scores in label columns on dashboards","May 6, 2014"
"2636","Bug","2","New","","bogus change dependencies after reordering changes","May 5, 2014"
"2635","Bug","2","Released","","Safari Cmd-C doesn't copy download git command line","May 5, 2014"
"2634","Bug","6","Released","","Gerrit events should expose the kind of change","May 3, 2014"
"2633","Bug","0","WontFix","","Gerrit 2.8 build with Maven","May 2, 2014"
"2632","Bug","2","New","","Issues in Manual Review","May 2, 2014"
"2631","Bug","2","Released","zaro0...@gmail.com","Report Bug link is extremely close to ""next page"" link on change listings","May 2, 2014"
"2630","Bug","2","CannotReproduce","","Session expiration should slide","May 2, 2014"
"2629","Bug","1","Invalid","","Company's territory setup etc ","May 1, 2014"
"2628","Feature","1","Released","zaro0...@gmail.com","abbreviation for reviewers in label columns","May 1, 2014"
"2627","Feature","2","New","","Gerrit feature to show/hide menu","May 1, 2014"
"2626","Bug","1","Duplicate","","Directly Pushing Change To Target Branch Does Not Mark All Commits As Merged","Apr 30, 2014"
"2625","Bug","11","Invalid","","Can't sign in to gerrit if password contains '?' character","Apr 30, 2014"
"2624","Bug","2","New","","Multi-status queries are broken","Apr 29, 2014"
"2623","Bug","1","Invalid","","Trying to set up an SSH key, but documentation has an old server that no more exist","Apr 29, 2014"
"2622","Bug","1","Released","","CS2: Comments are visible for draft changes","Apr 28, 2014"
"2621","Bug","2","New","","RULE_ERROR for draft changes","Apr 28, 2014"
"2620","Bug","1","Released","","New change screen reverts to old change screen when viewing a binary diff","Apr 26, 2014"
"2619","Feature","5","New","","support user validation with gpg keys","Apr 26, 2014"
"2618","Bug","1","WontFix","zaro0...@gmail.com","label abbreviation not reflected in on gerrit dashboards","Apr 26, 2014"
"2617","Feature","1","Released","","Find text in the new interface","Apr 25, 2014"
"2616","Bug","2","WontFix","","Upgrading from 2.8.4 to 2.9-rc1 causes groups to disappear","Apr 24, 2014"
"2615","Feature","4","New","","Option to use preferred email address only for notifications, not as committer ID","Apr 22, 2014"
"2614","Bug","3","New","","Favicon is different than logo (--/++ vs Diffy the Kung Fu Review Cuckoo)","Apr 21, 2014"
"2613","Bug","1","Invalid","","Screen turns off, won't turn back on, when call connects.  Face not near phone.","Apr 19, 2014"
"2612","Bug","2","WontFix","","Syntax Highlighting miss-aligned","Apr 18, 2014"
"2611","Bug","3","New","","[new change screen] Hide custom footer when reviewing code","Apr 18, 2014"
"2610","Feature","5","Released","","Hook to run after review/submit but before merge","Apr 16, 2014"
"2609","Bug","2","New","","problem to copy commit-hook for tcsh","Apr 16, 2014"
"2608","Feature","1","Released","","Change topic metadata","Apr 15, 2014"
"2607","Bug","3","Released","","""commit already exists (in the project)"" when pushing sequence of two commits which exist as open changes - commits processed in wrong order?","Apr 15, 2014"
"2606","Bug","2","New","","Add Reviewer Textbox not suggesting reviewers with OpenID_SSO enabled.","Apr 15, 2014"
"2604","Feature","1","Released","","REST API to check that a given revision exists in a project","Apr 14, 2014"
"2603","Feature","1","Invalid","","When pushing change, please indicate branch pushed to","Apr 12, 2014"
"2602","Bug","2","New","","having a double quote in a user's display name makes them unqueryable via the user interface","Apr 12, 2014"
"2601","Feature","5","New","","Push same change to multiple branches sha AND changeID.","Apr 10, 2014"
"2600","Bug","3","CannotReproduce","","tomcat deployment + context path","Apr 9, 2014"
"2599","Bug","1","Submitted","","set-reviewers cannot add reviewers if any group contains more than addreviewer.maxWithoutConfirmation","Apr 9, 2014"
"2598","Bug","4","New","","Reviewers assigned via set-reviewers command will not get e-mail","Apr 9, 2014"
"2597","Feature","3","New","","Gerrit query didn't include ""author date"" item. But I need it.","Apr 9, 2014"
"2596","Feature","1","Submitted","zaro0...@gmail.com","add change owner info to gerrit hooks","Apr 9, 2014"
"2595","Bug","1","Released","","Add ability for anonymous users to be prompted for credentials on gitweb.","Apr 8, 2014"
"2594","Bug","2","New","","I cant sign in gerrit site using my google account","Apr 8, 2014"
